[1, 'OVERLAP', 1.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True", 'CBA', 1.0, 41, 41]
[298, 'OVERLAP', 298.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 0.9444444444444444, 17, 18]
[299, 'AFTER', 299.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9444444444444444, 17, 18]
[300, 'OVERLAP', 300.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_3_precede(tokenT) == 'DET'", 'CBA', 0.9444444444444444, 17, 18]
[301, 'BEFORE', 301.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.timex3_relevant_lemmas(tokenT) == 'próximo' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.9444444444444444, 17, 18]
[302, 'AFTER', 302.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_relevant_lemmas(tokenT) == 'haver'", 'CBA', 0.9444444444444444, 17, 18]
[303, 'AFTER', 303.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_dep(tokenE) == 'ROOT' and self.f.timex3_head_pos(tokenT) == 'NOUN'", 'CBA', 0.9411764705882353, 16, 17]
[304, 'OVERLAP', 304.0, "self.f.event_closest_to_event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.9411764705882353, 16, 17]
[305, 'AFTER', 305.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 0.9411764705882353, 16, 17]
[306, 'OVERLAP', 306.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_relevant_lemmas(tokenT) == 'ano' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.9411764705882353, 16, 17]
[307, 'AFTER', 307.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9411764705882353, 16, 17]
[308, 'OVERLAP', 308.0, "self.f.event_class(tokenE) == 'ASPECTUAL' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_dep(tokenT) == 'OBL'", 'CBA', 0.9411764705882353, 16, 17]
[309, 'OVERLAP', 309.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 0.9375, 15, 16]
[310, 'AFTER', 310.0, "self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9375, 15, 16]
[311, 'AFTER', 311.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9375, 15, 16]
[312, 'BEFORE', 312.0, "self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.9375, 15, 16]
[313, 'OVERLAP', 313.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_1_precede(tokenE) == 'NOUN' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 0.9375, 15, 16]
[314, 'OVERLAP', 314.0, "self.f.event_pos_token_2_precede(tokenE) == 'NOUN' and self.f.event_pos_token_3_precede(tokenE) == 'DET' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False", 'CBA', 0.9375, 15, 16]
[315, 'OVERLAP', 315.0, "self.f.event_between_order(tokenE, tokenT) == False and self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_dep(tokenE) == 'ROOT' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET'", 'CBA', 0.9361702127659575, 44, 47]
[316, 'OVERLAP', 316.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_pos_token_2_precede(tokenT) == 'PROPN'", 'CBA', 0.9333333333333333, 14, 15]
[317, 'OVERLAP', 317.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_1_follow(tokenT) == 'DET'", 'CBA', 0.9333333333333333, 14, 15]
[318, 'AFTER', 318.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9333333333333333, 14, 15]
[319, 'AFTER', 319.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True", 'CBA', 0.9333333333333333, 14, 15]
[320, 'AFTER', 320.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'after'", 'CBA', 0.9333333333333333, 14, 15]
[321, 'OVERLAP', 321.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'ADP' and self.f.event_pos_token_3_precede(tokenE) == 'NOUN' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9333333333333333, 14, 15]
[322, 'AFTER', 322.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_relevant_lemmas(tokenT) == 'ano' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.9333333333333333, 14, 15]
[323, 'OVERLAP', 323.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_conjunction_closest_follow(tokenE) == 'a' and self.f.event_dep(tokenE) == 'ROOT' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 0.9333333333333333, 14, 15]
[324, 'OVERLAP', 324.0, "self.f.event_pos_token_2_follow(tokenE) == 'NUM' and self.f.timex3_pos(tokenT) == 'ADV'", 'CBA', 0.9285714285714286, 13, 14]
[325, 'OVERLAP', 325.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.timex3_pos_token_3_follow(tokenT) == 'ADJ'", 'CBA', 0.9285714285714286, 13, 14]
[326, 'OVERLAP', 326.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 0.9285714285714286, 13, 14]
[327, 'AFTER', 327.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_dep(tokenE) == 'ROOT'", 'CBA', 0.9285714285714286, 13, 14]
[328, 'AFTER', 328.0, "self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_dep(tokenE) == 'ROOT' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.signal_precede_timex3_pos(tokenT) == 'ADP'", 'CBA', 0.9285714285714286, 13, 14]
[329, 'AFTER', 329.0, "self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9285714285714286, 13, 14]
[330, 'AFTER', 330.0, "self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 0.9285714285714286, 13, 14]
[331, 'OVERLAP', 331.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 0.9285714285714286, 13, 14]
[332, 'AFTER', 332.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9285714285714286, 13, 14]
[333, 'AFTER', 333.0, "self.f.event_pos_token_1_precede(tokenE) == 'PUNCT' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.9285714285714286, 13, 14]
[334, 'BEFORE', 334.0, "self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES'", 'CBA', 0.9285714285714286, 13, 14]
[335, 'OVERLAP', 335.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 0.9285714285714286, 13, 14]
[336, 'OVERLAP', 336.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_dep(tokenE) == 'CCOMP' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.9285714285714286, 13, 14]
[337, 'AFTER', 337.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_pos_token_3_follow(tokenE) == 'ADJ' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples'", 'CBA', 0.9285714285714286, 13, 14]
[338, 'AFTER', 338.0, "self.f.event_closest_to_event_class(tokenE) == 'I_STATE' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_dep(tokenE) == 'XCOMP' and self.f.event_temporal_direction(tokenE) == 'before'", 'CBA', 0.9285714285714286, 13, 14]
[339, 'BEFORE', 339.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADP'", 'CBA', 0.9285714285714286, 13, 14]
[340, 'OVERLAP', 340.0, "self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_3_follow(tokenT) == 'PROPN'", 'CBA', 0.9259259259259259, 25, 27]
[341, 'AFTER', 341.0, "self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_relevant_lemmas(tokenT) == 'haver'", 'CBA', 0.9230769230769231, 12, 13]
[342, 'OVERLAP', 342.0, "self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.timex3_pos(tokenT) == 'ADV' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 0.9230769230769231, 12, 13]
[343, 'OVERLAP', 343.0, "self.f.event_closest_to_event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_2_precede(tokenE) == 'NOUN' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 0.9230769230769231, 12, 13]
[344, 'OVERLAP', 344.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 0.9230769230769231, 12, 13]
[345, 'BEFORE', 345.0, "self.f.event_class(tokenE) == 'I_STATE' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9230769230769231, 12, 13]
[346, 'AFTER', 346.0, "self.f.event_temporal_direction(tokenE) == 'before' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9230769230769231, 12, 13]
[347, 'AFTER', 347.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9230769230769231, 12, 13]
[348, 'OVERLAP', 348.0, "self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos_token_3_follow(tokenT) == 'NOUN'", 'CBA', 0.9230769230769231, 12, 13]
[349, 'AFTER', 349.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP'", 'CBA', 0.9230769230769231, 12, 13]
[350, 'AFTER', 350.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_1_precede(tokenE) == 'PUNCT' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 0.9230769230769231, 12, 13]
[351, 'AFTER', 351.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_precede(tokenE) == 'PUNCT' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP'", 'CBA', 0.9230769230769231, 12, 13]
[352, 'BEFORE', 352.0, "self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 0.9230769230769231, 12, 13]
[353, 'OVERLAP', 353.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_precede(tokenE) == 'NOUN' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 0.9230769230769231, 12, 13]
[354, 'BEFORE', 354.0, "self.f.event_closest_to_event_tense(tokenE) == 'PRES' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_dep(tokenE) == 'ROOT' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.9230769230769231, 12, 13]
[355, 'OVERLAP', 355.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_precede(tokenE) == 'NOUN' and self.f.timex3_pos_token_2_follow(tokenT) == 'NOUN'", 'CBA', 0.9230769230769231, 12, 13]
[356, 'AFTER', 356.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_3_follow(tokenT) == 'NUM' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.9230769230769231, 12, 13]
[357, 'OVERLAP', 357.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos_token_2_precede(tokenT) == 'PROPN'", 'CBA', 0.9230769230769231, 12, 13]
[358, 'AFTER', 358.0, "self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_preposition_precede(tokenT) == 'do'", 'CBA', 0.9230769230769231, 12, 13]
[359, 'BEFORE', 359.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_preposition_precede(tokenT) == 'no' and self.f.timex3_relevant_lemmas(tokenT) == 'próximo'", 'CBA', 0.9230769230769231, 12, 13]
[360, 'OVERLAP', 360.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 0.9166666666666666, 22, 24]
[361, 'AFTER', 361.0, "self.f.signal_precede_timex3_text(tokenT) == 'desde' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.9166666666666666, 11, 12]
[362, 'AFTER', 362.0, "self.f.event_pos_token_3_follow(tokenE) == 'VERB' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9166666666666666, 11, 12]
[363, 'BEFORE', 363.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_1_follow(tokenE) == 'SCONJ' and self.f.event_pos_token_1_precede(tokenE) == 'PRON'", 'CBA', 0.9166666666666666, 11, 12]
[364, 'OVERLAP', 364.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.event_pos_token_1_follow(tokenE) == 'ADJ' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 0.9166666666666666, 11, 12]
[365, 'OVERLAP', 365.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_1_follow(tokenE) == 'ADP' and self.f.timex3_relevant_lemmas(tokenT) == 'próximo'", 'CBA', 0.9166666666666666, 11, 12]
[366, 'AFTER', 366.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.timex3_type(tokenT) == 'TIME'", 'CBA', 0.9166666666666666, 11, 12]
[367, 'BEFORE', 367.0, "self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.signal_precede_timex3_text(tokenT) == 'até' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.9166666666666666, 11, 12]
[368, 'OVERLAP', 368.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_pos_token_3_follow(tokenT) == 'NOUN'", 'CBA', 0.9166666666666666, 11, 12]
[369, 'AFTER', 369.0, "self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.9166666666666666, 11, 12]
[370, 'AFTER', 370.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 0.9166666666666666, 11, 12]
[371, 'OVERLAP', 371.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_1_precede(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before'", 'CBA', 0.9166666666666666, 11, 12]
[372, 'AFTER', 372.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_3_precede(tokenE) == 'PUNCT' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 0.9166666666666666, 11, 12]
[373, 'OVERLAP', 373.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.event_pos_token_3_precede(tokenE) == 'PUNCT' and self.f.timex3_head_pos(tokenT) == 'NOUN'", 'CBA', 0.9166666666666666, 11, 12]
[374, 'OVERLAP', 374.0, "self.f.event_closest_to_event_equal_class(tokenE) == True and self.f.timex3_pos(tokenT) == 'NUM' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.9166666666666666, 11, 12]
[375, 'BEFORE', 375.0, "self.f.event_closest_to_event_class(tokenE) == 'I_STATE' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.9166666666666666, 11, 12]
[376, 'AFTER', 376.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.signal_precede_timex3_pos(tokenT) == 'ADP' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_follow(tokenT) == 'ADP'", 'CBA', 0.9166666666666666, 11, 12]
[377, 'AFTER', 377.0, "self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_2_follow(tokenT) == 'ADP'", 'CBA', 0.9166666666666666, 11, 12]
[378, 'OVERLAP', 378.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_gov_verb_tense(tokenE) == 'PRES' and self.f.timex3_pos_token_2_precede(tokenT) == 'PUNCT' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.9166666666666666, 11, 12]
[379, 'AFTER', 379.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_precede(tokenE) == 'PUNCT' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.event_pos_token_2_precede(tokenE) == 'PROPN'", 'CBA', 0.9166666666666666, 11, 12]
[380, 'OVERLAP', 380.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_preposition_precede(tokenT) == 'do'", 'CBA', 0.9166666666666666, 11, 12]
[381, 'BEFORE', 381.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.signal_precede_timex3_text(tokenT) == 'até'", 'CBA', 0.9166666666666666, 11, 12]
[382, 'OVERLAP', 382.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 0.9090909090909091, 20, 22]
[383, 'OVERLAP', 383.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'VERB' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.9047619047619048, 19, 21]
[384, 'OVERLAP', 384.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_type(tokenT) == 'DURATION'", 'CBA', 0.9, 18, 20]
[385, 'AFTER', 385.0, "self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.8947368421052632, 17, 19]
[386, 'AFTER', 386.0, "self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_head_pos(tokenT) == 'NOUN'", 'CBA', 0.8888888888888888, 16, 18]
[387, 'OVERLAP', 387.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.8823529411764706, 15, 17]
[388, 'AFTER', 388.0, "self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP'", 'CBA', 0.8823529411764706, 15, 17]
[389, 'AFTER', 389.0, "self.f.event_pos_token_1_precede(tokenE) == 'PUNCT' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.8823529411764706, 15, 17]
[390, 'OVERLAP', 390.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP' and self.f.timex3_type(tokenT) == 'DURATION'", 'CBA', 0.8823529411764706, 15, 17]
